OverallQual,GrLivArea,YearBuilt,YearRemodAdd,TotalBsmtSF,GarageCars,FullBath,LotArea,Neighborhood,HouseStyle,ExterQual,KitchenQual,CentralAir,GarageType,SalePrice
6,1734,1962,1981,912,2,1,9786,NAmes,1.5Fin,TA,Gd,Y,Attchd,159000
4,858,1971,1971,858,0,1,8125,NAmes,1Story,TA,TA,Y,,88000
5,900,1967,1967,882,1,1,9819,Sawyer,1Story,TA,TA,Y,Detchd,122000
6,1396,1915,2003,698,1,1,8730,BrkSide,2Story,TA,TA,Y,Detchd,153575
8,1919,2006,2006,1079,2,2,15611,CollgCr,2Story,Gd,Gd,Y,Attchd,233230
5,1716,1912,2000,780,0,2,5687,SWISU,2Story,TA,Fa,N,,135900
5,1716,1949,2008,768,1,1,11409,Edwards,1.5Fin,TA,TA,Y,Attchd,131000
7,2263,1977,1994,795,2,2,16659,NWAmes,2Story,TA,Gd,Y,Attchd,235000
6,1644,1953,1953,1416,2,1,9600,NAmes,1Story,TA,TA,Y,Attchd,167000
6,1003,1984,1984,1003,2,1,7937,Mitchel,SLvl,TA,TA,Y,Detchd,142500
5,1558,1950,1950,910,1,1,13710,IDOTRR,1.5Fin,TA,TA,Y,Attchd,152000
7,1950,1997,1998,975,2,2,7399,Somerst,2Story,Gd,Gd,Y,Detchd,239000
6,1743,1968,1968,702,2,1,11700,NWAmes,2Story,Gd,TA,Y,Attchd,175000
6,1152,1950,2004,1092,1,1,14000,Crawfor,1Story,TA,Gd,Y,Attchd,158500
5,1336,1953,1953,1165,1,1,15750,Crawfor,1Story,TA,TA,Y,Attchd,157000
8,2452,1998,1999,1028,2,2,16226,CollgCr,2Story,Gd,Gd,Y,BuiltIn,267000
7,1541,2001,2002,1541,3,2,13704,CollgCr,1Story,Gd,Gd,Y,Attchd,205000
5,894,1972,1972,894,2,1,9800,CollgCr,1Story,TA,TA,Y,Attchd,149900
7,3493,1880,2002,1470,3,3,18386,OldTown,2.5Fin,TA,Gd,Y,Attchd,295000
8,2000,2004,2005,2000,3,2,10386,CollgCr,1Story,Gd,Gd,Y,Attchd,305900
7,2243,1990,1991,700,3,2,13474,SawyerW,2Story,Gd,Gd,Y,Attchd,225000
6,1406,1920,1950,319,0,1,7920,IDOTRR,1.5Fin,TA,Fa,Y,,89500
4,861,1940,1950,861,2,1,12342,Edwards,1Story,TA,TA,Y,Detchd,82500
9,1944,2003,2004,1896,3,2,12378,NridgHt,1Story,Gd,Ex,Y,Attchd,360000
6,1501,1993,1994,697,2,2,7685,Gilbert,2Story,TA,Gd,Y,Attchd,165600
6,972,1948,2002,972,1,1,8000,NAmes,1Story,TA,TA,Y,Detchd,132000
5,1118,1939,1950,793,2,1,7800,OldTown,1.5Fin,TA,TA,Y,Detchd,119900
7,2036,1965,1965,2136,2,2,215245,Timber,1Story,TA,TA,Y,Attchd,375000
7,1641,1925,1990,728,2,1,9600,OldTown,2Story,TA,Ex,Y,Detchd,178000
7,1432,2004,2005,716,2,2,7795,Gilbert,2Story,Gd,Gd,Y,Attchd,188500
7,2353,1980,1980,845,2,2,13005,NWAmes,2Story,Gd,Ex,Y,Attchd,260000
8,1959,2006,2006,1088,3,2,9000,Somerst,2Story,Gd,Gd,Y,Attchd,270000
7,2646,1993,1993,1347,3,2,9900,NoRidge,2Story,Gd,Gd,Y,Attchd,260000
7,1472,1980,1980,1372,2,2,14115,NWAmes,SLvl,TA,TA,Y,Attchd,187500
9,2596,2006,2006,1249,3,3,16259,NridgHt,2Story,TA,Gd,Y,Attchd,342643
8,2468,2004,2004,1136,3,2,12099,NridgHt,2Story,Gd,Gd,Y,BuiltIn,354000
7,2730,1986,1987,1502,2,2,10380,SawyerW,2Story,Gd,Gd,Y,Attchd,301000
3,1163,1955,2005,1162,1,1,5820,OldTown,1Story,TA,TA,Y,Attchd,126175
7,2978,1967,2007,710,2,2,11275,NAmes,SLvl,Gd,Gd,Y,BuiltIn,242000
5,803,1941,1950,720,2,1,5000,IDOTRR,1.5Unf,TA,TA,N,Detchd,87000
8,1719,1993,1993,1719,2,1,10846,Veenker,1Story,Gd,Gd,Y,Attchd,324000
6,1383,1960,1960,1383,1,1,11600,NAmes,1Story,TA,TA,Y,Attchd,145250
6,2134,1916,1994,844,2,2,11888,BrkSide,2.5Unf,TA,Gd,N,Detchd,214500
5,1192,1920,1950,596,1,1,6402,IDOTRR,2Story,TA,TA,N,Detchd,78000
5,1728,1964,1964,1728,1,2,10624,NAmes,1Story,TA,TA,Y,Detchd,119000
5,1056,1958,1992,1056,1,1,8176,NAmes,1Story,TA,TA,Y,Attchd,139000
8,1629,2003,2004,3206,3,2,10655,NridgHt,1Story,Gd,Gd,Y,Attchd,284000
7,1358,2004,2004,1358,2,2,8198,NridgHt,1Story,Gd,Gd,Y,Attchd,207000
6,1638,1998,1998,943,2,2,9042,Gilbert,2Story,TA,TA,Y,Attchd,192000
5,1786,1965,1965,1499,2,2,164660,Timber,1.5Fin,TA,TA,Y,Attchd,228950
9,1922,2005,2006,1922,3,2,14157,StoneBr,1Story,Gd,Gd,Y,Attchd,377426
7,1536,2002,2003,1536,2,2,9135,CollgCr,1Story,Gd,Gd,Y,Attchd,214000
7,1621,1984,1998,1208,2,2,14145,NWAmes,1Story,Gd,Gd,Y,Attchd,202500
6,1215,1958,1998,1215,1,1,12400,NAmes,1Story,TA,TA,Y,Attchd,155000
8,1908,2002,2002,967,2,2,14191,Timber,2Story,Gd,Gd,Y,Attchd,202900
4,841,1950,1950,721,1,1,8400,SawyerW,1Story,Fa,TA,Y,CarPort,82000
3,1040,1949,1950,0,2,2,8544,NAmes,1Story,TA,TA,N,Detchd,87500
9,1684,2005,2005,1684,2,2,8849,NridgHt,1Story,Ex,Ex,Y,Attchd,266000
5,1112,1976,1976,536,1,1,2592,MeadowV,2Story,TA,TA,Y,Attchd,85000
6,1577,1939,1950,972,1,1,6435,BrkSide,1.5Fin,TA,Fa,Y,Detchd,140200
6,958,1960,1998,958,1,1,12772,NAmes,1Story,TA,TA,Y,Attchd,151500
6,1478,1960,1960,1478,2,2,17600,NAmes,1Story,TA,TA,Y,Attchd,157500
7,1626,2003,2004,764,2,2,2448,NridgHt,2Story,Gd,Gd,Y,BuiltIn,154000
9,2728,2005,2006,1848,3,2,20431,NridgHt,2Story,Ex,Ex,Y,Attchd,437154
9,1869,2007,2007,1869,2,2,7820,NridgHt,1Story,Ex,Ex,Y,Attchd,318061
7,1453,1986,1986,1453,2,1,5271,ClearCr,1Story,TA,Gd,Y,Attchd,190000
5,1111,1941,1950,616,1,1,9084,Edwards,1.5Fin,TA,TA,N,Detchd,95000
6,720,1928,2003,624,2,1,8520,OldTown,1Story,TA,TA,Y,Detchd,105900
6,1595,1940,2000,940,1,1,8400,SWISU,1.5Fin,TA,TA,Y,Attchd,140000
6,1200,1995,1995,1200,2,2,11249,CollgCr,1Story,Gd,Gd,Y,Attchd,177500
6,1167,1992,1992,1158,2,2,9248,Gilbert,1Story,TA,Gd,Y,Attchd,173000
5,1142,1976,1976,1142,2,1,4224,MeadowV,1Story,TA,TA,Y,Attchd,134000
5,1352,1958,1958,1062,1,1,6930,ClearCr,SLvl,TA,Gd,Y,BuiltIn,130000
8,1924,1998,1998,1086,2,2,12011,NoRidge,2Story,Gd,Gd,Y,Attchd,280000
6,912,1978,1978,888,2,1,7540,Mitchel,SFoyer,TA,TA,Y,Attchd,156000
5,1505,1940,1982,883,1,1,9144,BrkSide,1.5Fin,TA,TA,Y,Detchd,145000
7,1922,2003,2003,0,2,3,7301,Edwards,SFoyer,Gd,Gd,Y,BuiltIn,198500
6,987,1972,2007,483,1,1,1680,BrDale,2Story,TA,Gd,Y,Detchd,118000
6,1574,1976,1976,796,2,2,18800,NWAmes,2Story,TA,TA,Y,Attchd,190000
5,1344,1920,1997,672,1,1,10690,IDOTRR,2Story,TA,TA,Y,Detchd,147000
6,1394,1963,1963,1394,2,1,9500,NAmes,1Story,TA,TA,Y,Attchd,159000
6,1431,1962,1962,1099,1,1,9150,NAmes,SLvl,TA,TA,Y,Basment,165000
5,1268,1954,1954,1268,1,1,7800,NAmes,1Story,TA,TA,Y,Attchd,132000
5,1287,1959,2006,1063,2,1,9830,NAmes,1Story,TA,Gd,Y,Detchd,162000
6,1664,2000,2000,953,2,2,8121,Gilbert,2Story,TA,TA,Y,Attchd,172400
4,1588,1959,1959,0,2,2,17120,ClearCr,1.5Fin,TA,TA,Y,Detchd,134432
6,752,1984,1984,744,1,1,7175,SawyerW,1Story,TA,TA,Y,Attchd,125000
5,1319,1953,1953,608,1,1,10634,NAmes,1Story,TA,TA,Y,Attchd,123000
7,1928,2003,2004,847,2,2,8200,CollgCr,2Story,Gd,Gd,Y,BuiltIn,219500
1,904,1922,1950,683,0,0,10020,Edwards,1Story,Fa,Fa,N,,61000
5,914,1996,1996,870,2,1,8846,CollgCr,SFoyer,Gd,TA,Y,Detchd,148000
8,2466,2004,2005,1580,2,3,11143,Somerst,2Story,Gd,Gd,Y,Attchd,340000
9,1856,2010,2010,1856,3,1,11394,StoneBr,1Story,Gd,Ex,Y,Attchd,394432
6,1800,2000,2000,982,2,2,8123,Gilbert,2Story,TA,TA,Y,Attchd,179000
5,1691,1924,1950,1026,1,2,5000,SWISU,1.5Fin,TA,Gd,Y,Detchd,127000
7,1301,2006,2006,1293,2,2,7200,Somerst,1Story,Gd,Gd,Y,Attchd,187750
7,1797,2006,2006,939,2,2,9245,CollgCr,2Story,Gd,Gd,Y,Attchd,213500
6,784,1928,1950,784,2,1,9000,SawyerW,1.5Unf,TA,TA,N,Detchd,76000
6,1953,1992,1992,1580,2,2,53107,ClearCr,2Story,Gd,Gd,Y,Attchd,240000
8,1269,2004,2005,1256,2,2,3182,Blmngtn,1Story,Gd,Gd,Y,Attchd,192000
5,1184,1910,1996,658,0,1,8410,Edwards,1.5Fin,TA,TA,Y,,81000
6,1125,1976,1976,1041,1,1,7200,Edwards,SLvl,TA,TA,Y,Detchd,125000
7,1479,1999,2000,1468,2,2,9382,CollgCr,1Story,Gd,Gd,Y,Attchd,191000
10,2332,2007,2008,1682,3,2,12474,NridgHt,2Story,Ex,Ex,Y,BuiltIn,426000
5,1367,1900,1950,861,1,1,8405,Edwards,1.5Fin,TA,TA,Y,Detchd,119000
6,1961,2001,2002,804,2,2,12209,Mitchel,2Story,TA,Gd,Y,BuiltIn,215000
5,882,1959,1959,0,1,1,8339,NAmes,1Story,TA,TA,Y,Attchd,106500
4,788,1941,1950,788,0,1,7446,BrkSide,1Story,TA,TA,Y,,100000
5,1034,1940,1950,735,1,1,10134,OldTown,1.5Fin,TA,TA,Y,Detchd,109000
5,1144,1956,1956,1144,1,1,9571,Edwards,1Story,TA,TA,Y,Attchd,129000
5,894,1972,1972,894,2,1,7200,CollgCr,1Story,TA,TA,Y,Detchd,123000
5,1812,1962,1962,864,1,2,7590,NAmes,2Story,TA,TA,Y,Attchd,169500
5,1077,1920,1950,961,1,1,8967,IDOTRR,1Story,TA,TA,Y,Detchd,67000
7,1550,2006,2007,1092,2,2,8125,Somerst,2Story,Gd,Gd,Y,Attchd,241000
8,1288,1996,1996,1260,2,1,14963,Veenker,1Story,Gd,Ex,Y,Attchd,245500
7,1310,2005,2005,1310,2,2,8767,CollgCr,1Story,Gd,Gd,Y,Attchd,164990
5,672,1940,1997,672,1,1,10200,Sawyer,1Story,TA,TA,Y,Detchd,108000
8,2263,1998,1998,1141,2,2,12090,NoRidge,2Story,Gd,Gd,Y,BuiltIn,258000
6,1572,1995,1996,806,2,2,10364,Gilbert,2Story,TA,TA,Y,BuiltIn,168000
4,1620,1976,1993,1281,2,2,9991,Sawyer,1Story,TA,TA,Y,Attchd,150000
6,1639,1936,1950,1064,1,1,10480,SWISU,1.5Fin,TA,TA,Y,Detchd,115000
6,1680,1915,1976,840,1,2,15576,Crawfor,2Story,TA,TA,Y,Attchd,177000
7,2172,2006,2006,1063,3,2,14154,NridgHt,2Story,Gd,Gd,Y,Attchd,280000
8,2078,2007,2008,1034,3,2,10800,Somerst,2Story,Gd,Ex,Y,Attchd,339750
5,1276,1958,1958,1276,1,1,9571,Edwards,1Story,TA,TA,Y,Attchd,60000
5,1056,1955,1955,1056,2,1,34650,Gilbert,1Story,TA,TA,N,Attchd,145000
7,1478,2009,2009,1470,2,2,4403,Somerst,1Story,Ex,Gd,Y,Attchd,222000
5,1028,1927,1950,1008,2,1,8960,OldTown,1Story,TA,TA,Y,Detchd,115000
7,2097,1993,1993,1080,3,2,11228,SawyerW,2Story,Gd,Gd,Y,Attchd,228000
7,1340,2007,2007,1340,2,2,8899,Gilbert,1Story,Gd,Gd,Y,Attchd,181134
6,1400,1978,1978,672,2,1,7844,Sawyer,2Story,TA,TA,Y,Attchd,149500
6,2624,1918,1950,1370,3,2,22420,Crawfor,2Story,TA,TA,N,Detchd,239000
5,1134,1940,1950,756,1,1,8160,Edwards,1.5Fin,TA,TA,N,Detchd,126000
5,1056,1968,1968,1056,1,1,8450,NAmes,1Story,TA,TA,Y,Attchd,142000
7,1344,1997,1998,1344,4,2,7060,Mitchel,SFoyer,TA,TA,Y,Attchd,206300
6,1602,1977,2000,1602,2,2,16635,NWAmes,1Story,Gd,Gd,Y,Attchd,215000
5,988,1954,1954,988,2,1,21750,Mitchel,1Story,TA,TA,Y,Attchd,113000
8,2630,1998,1998,1470,3,2,9200,NoRidge,2Story,Gd,Gd,Y,Attchd,315000
6,1196,1956,1956,1196,1,1,9000,NAmes,1Story,TA,TA,Y,Attchd,139000
7,1389,1946,1992,651,1,1,3378,OldTown,2Story,TA,TA,Y,Detchd,135000
7,1644,1989,1989,1518,2,2,12800,SawyerW,SLvl,Gd,Gd,Y,Attchd,275000
4,907,1957,1957,907,1,1,8593,NAmes,1Story,TA,TA,Y,Detchd,109008
7,1208,2007,2007,1208,2,2,6762,CollgCr,1Story,Gd,Gd,Y,Attchd,195400
6,1412,1988,1988,1392,2,2,11457,Timber,1Story,TA,Gd,Y,Attchd,175000
6,987,1971,1971,483,1,1,1680,BrDale,2Story,TA,TA,Y,Detchd,85400
6,1198,1920,1998,901,0,1,5586,OldTown,1.5Fin,TA,TA,Y,,79900
5,1365,1971,1971,765,2,1,1920,BrDale,2Story,TA,TA,Y,Detchd,122500
6,1604,1997,1998,926,2,2,10839,Gilbert,2Story,TA,TA,Y,Attchd,181000
4,630,1972,1972,630,0,1,1890,MeadowV,SFoyer,TA,TA,Y,,81000
7,1661,1996,1996,799,2,2,10667,CollgCr,2Story,Gd,Gd,Y,Attchd,212000
6,1118,1920,1950,648,2,1,4400,OldTown,1.5Fin,TA,TA,Y,Detchd,116000
6,904,1926,2004,884,1,1,6000,BrkSide,1.5Unf,Gd,TA,Y,Detchd,119000
5,694,1913,2002,440,1,1,4280,Crawfor,1Story,TA,Gd,N,Detchd,90350
6,1196,1920,2000,684,2,1,12354,Edwards,1.5Fin,TA,Gd,Y,Detchd,110000
10,2402,2008,2008,3094,3,2,15431,NridgHt,1Story,Ex,Ex,Y,Attchd,555000
4,1440,1955,1955,1440,0,2,12108,Edwards,1Story,TA,Fa,N,,118000
5,1573,1930,1992,1078,2,2,6240,BrkSide,1.5Fin,TA,TA,Y,Detchd,162900
7,1258,2006,2007,1258,3,2,3922,Blmngtn,1Story,Gd,Gd,Y,Attchd,172500
7,1908,1994,1995,915,2,2,8750,CollgCr,2Story,Gd,Gd,Y,Attchd,210000
6,1689,1956,1956,1436,2,1,9855,Edwards,1Story,TA,TA,Y,Attchd,127500
6,1888,1966,2002,1517,2,2,16492,NAmes,1Story,Gd,Gd,Y,Attchd,190000
7,1886,1998,1999,930,2,2,11214,Gilbert,2Story,Gd,Gd,Y,Attchd,199900
6,1376,1937,1950,780,1,2,8600,IDOTRR,1.5Fin,TA,TA,Y,Detchd,119500
3,1183,1948,2002,649,1,1,6000,OldTown,1.5Fin,TA,TA,Y,Detchd,120000
6,813,1930,2005,813,1,1,5684,OldTown,1Story,TA,Gd,Y,Detchd,110000
7,1533,1975,1975,1533,2,2,70761,ClearCr,1Story,TA,Gd,Y,Attchd,280000
6,1756,1996,1997,872,2,2,9303,Timber,2Story,Gd,TA,Y,Attchd,204000
8,1590,2008,2008,768,2,2,9000,Somerst,2Story,Gd,Gd,Y,Attchd,210000
5,1728,1976,1976,1728,2,2,9297,Mitchel,1Story,TA,TA,Y,Detchd,188000
7,1242,1973,1973,1242,2,1,9600,NWAmes,1Story,TA,TA,Y,Attchd,175500
5,1344,1916,1950,624,3,1,4571,OldTown,2Story,TA,TA,N,Detchd,98000
4,1663,1954,1994,1364,2,1,53227,ClearCr,1Story,TA,Gd,Y,Attchd,256000
8,1666,1925,1996,588,1,1,5100,OldTown,2Story,TA,Gd,Y,Detchd,161000
5,1203,1950,1950,709,1,1,7015,BrkSide,1.5Fin,TA,Gd,Y,Detchd,110000
8,1935,2009,2009,832,2,2,8004,Somerst,2Story,Gd,TA,Y,BuiltIn,263435
7,1135,1936,2007,560,2,1,7200,SWISU,2Story,Gd,Gd,Y,Detchd,155000
5,864,1965,1965,864,1,1,8281,Sawyer,1Story,TA,TA,Y,Detchd,62383
6,1660,1934,1995,715,1,1,11988,Crawfor,2Story,TA,TA,Y,Detchd,188700
5,1040,1978,1978,1040,0,2,8430,CollgCr,1Story,TA,TA,Y,,124000
7,1414,2004,2004,1375,2,2,3072,Blmngtn,1Story,Gd,Gd,Y,Attchd,178740
7,1277,1970,1970,1277,2,1,10628,NAmes,1Story,TA,TA,Y,Attchd,167000
5,1644,1942,1995,728,1,1,9480,NAmes,2Story,TA,Gd,Y,Attchd,146500
8,1634,2006,2006,1626,3,2,11428,NridgHt,1Story,Gd,Gd,Y,Attchd,250000
6,1710,1993,1993,832,2,2,9291,SawyerW,2Story,Gd,Gd,Y,Attchd,187000
8,1502,1985,1985,1488,2,1,6820,StoneBr,1Story,Gd,Gd,Y,Attchd,212000
7,1969,1977,1977,808,2,2,11952,NWAmes,2Story,TA,TA,Y,Attchd,190000
6,1072,2005,2005,547,2,1,3675,Edwards,SLvl,TA,TA,Y,Basment,148000
8,1976,2006,2007,1976,3,2,14977,NridgHt,1Story,Gd,Gd,Y,Attchd,440000
8,1652,2000,2000,1494,2,2,5330,StoneBr,1Story,Gd,Ex,Y,Attchd,251000
5,970,1963,1963,970,2,1,8480,Sawyer,1Story,TA,TA,Y,Detchd,132500
6,1493,1997,1998,1478,2,2,13125,CollgCr,1Story,TA,Gd,Y,Attchd,208900
9,2643,2006,2006,2153,3,2,13693,NridgHt,2Story,Ex,Ex,Y,BuiltIn,380000
8,1718,2007,2008,1705,3,2,10637,CollgCr,1Story,Gd,Gd,Y,Attchd,297000
4,1131,1937,2000,907,2,1,5925,OldTown,1Story,TA,TA,Y,Detchd,89471
9,1850,2004,2005,1833,3,2,16033,NridgHt,1Story,Gd,Gd,Y,Attchd,326000
9,1792,2003,2004,1792,3,2,11846,NridgHt,1Story,Gd,Ex,Y,Attchd,374000
7,1826,1915,2005,910,1,1,2500,OldTown,2Story,Gd,Ex,Y,Attchd,155000
6,1216,1998,1998,1216,2,2,4500,Mitchel,1Story,TA,TA,Y,Attchd,164000
5,999,1962,2001,999,1,1,7758,Sawyer,1Story,TA,Gd,Y,Detchd,132500
5,1113,1950,2007,1113,1,1,9600,NAmes,1Story,Gd,Gd,Y,Attchd,147000
5,1073,1965,1965,1073,2,1,10289,NAmes,1Story,TA,TA,Y,Attchd,156000
5,1484,1971,1971,1484,2,2,12243,NWAmes,1Story,TA,TA,Y,Attchd,175000
5,2414,1900,1970,954,2,2,10800,OldTown,1.5Fin,TA,TA,N,Attchd,160000
4,630,1970,2002,630,1,1,1526,MeadowV,SFoyer,TA,Gd,Y,Attchd,86000
5,1304,1976,1976,264,1,1,2665,MeadowV,2Story,TA,TA,Y,BuiltIn,115000
6,1578,1941,1950,806,1,1,9490,NAmes,1.5Fin,TA,Fa,Y,Attchd,133000
6,1456,2006,2006,728,2,2,15578,Gilbert,2Story,Gd,TA,Y,Attchd,172785
5,1269,1960,1960,1269,1,1,7931,NAmes,1Story,TA,TA,Y,Detchd,155000
5,886,1938,1996,190,1,1,5784,OldTown,1Story,TA,TA,Y,Attchd,91300
4,720,1920,1950,720,0,1,7879,IDOTRR,1Story,TA,TA,N,,34900
8,3228,1992,1993,3200,2,3,12692,NoRidge,1Story,Gd,Gd,Y,Attchd,430000
7,1820,1925,1950,1026,1,2,9120,BrkSide,1.5Fin,TA,TA,Y,Detchd,184000
5,899,1967,2004,864,1,1,7800,Sawyer,1Story,TA,Gd,Y,Attchd,130000
5,912,1958,1985,912,1,1,7535,NAmes,1Story,TA,TA,Y,Attchd,120000
6,1218,1973,1973,672,1,1,1890,BrDale,2Story,TA,TA,Y,Detchd,113000
7,1768,2005,2005,866,2,2,9803,Somerst,2Story,Gd,Gd,Y,Attchd,226700
5,1214,1965,1965,1214,2,1,9170,Edwards,1Story,TA,TA,Y,Detchd,140000
7,1801,1959,1997,1501,2,2,15602,Crawfor,1Story,TA,TA,Y,Attchd,289000
6,1322,1974,1974,855,2,2,2308,NPkVill,2Story,TA,TA,Y,Attchd,147000
5,1960,1952,1952,960,2,2,7596,OldTown,2Story,TA,TA,Y,Detchd,124500
8,1911,1993,1994,777,2,2,9554,SawyerW,2Story,Gd,Gd,Y,Attchd,215000
6,1218,2009,2009,1218,2,2,7862,Somerst,1Story,Gd,Gd,Y,Attchd,208300
7,1378,1928,2005,689,2,2,9600,OldTown,2Story,TA,Gd,Y,Detchd,161000
5,1041,1959,1959,1041,1,1,9600,NAmes,1Story,TA,TA,Y,Attchd,124500
5,1363,1951,2000,1008,1,1,14559,NAmes,1Story,Gd,TA,Y,CarPort,164900
7,1368,2005,2006,1368,2,2,6792,NridgHt,1Story,Gd,Gd,Y,Attchd,202665
5,864,1958,1958,864,2,1,9100,NAmes,1Story,TA,TA,Y,Detchd,129900
6,1080,1983,1983,1084,2,1,9187,Mitchel,1Story,TA,TA,Y,Attchd,134000
5,789,1926,1950,768,1,1,10594,Crawfor,1.5Unf,TA,TA,N,Detchd,96500
10,2020,2009,2009,2006,3,2,12220,NridgHt,1Story,Ex,Ex,Y,Attchd,402861
6,2119,1972,1972,689,2,2,10448,NWAmes,SLvl,TA,TA,Y,Attchd,158000
7,2344,1996,1997,1264,3,2,10208,NoRidge,2Story,Gd,Gd,Y,Attchd,265000
6,1796,1998,1998,794,2,2,9531,CollgCr,2Story,TA,TA,Y,Attchd,211000
7,2080,1926,2004,1276,1,1,10918,Crawfor,2Story,Gd,Gd,Y,Detchd,234000
4,1294,1900,2000,0,0,2,10800,OldTown,2Story,TA,TA,N,,106250
6,1244,1957,1957,1244,1,1,11988,NAmes,1Story,TA,TA,Y,Attchd,150000
6,1664,1947,1950,1004,2,2,5000,BrkSide,1.5Fin,TA,TA,Y,Detchd,159000
10,4676,2007,2008,3138,3,3,40094,Edwards,2Story,Ex,Ex,Y,BuiltIn,184750
7,2398,1996,1997,1379,3,2,11787,NoRidge,2Story,Gd,Gd,Y,Attchd,315750
7,1266,2005,2005,1257,2,2,7500,Somerst,1Story,Gd,Gd,Y,Attchd,176000
5,928,1956,2000,928,1,1,13300,NAmes,1Story,TA,TA,Y,Attchd,132000
9,2713,2008,2008,1452,3,2,14948,NridgHt,2Story,Ex,Ex,Y,Attchd,446261
4,605,1920,2002,528,0,1,9098,Edwards,1Story,TA,TA,Y,,86000
6,2515,1957,1975,2035,2,3,32668,Crawfor,1Story,Gd,TA,Y,Attchd,200624
6,1509,1988,1989,1461,2,2,10200,Timber,SLvl,Gd,Gd,Y,Attchd,175000
6,1362,1920,1999,611,2,2,6155,BrkSide,2Story,TA,TA,Y,Detchd,128000
5,827,1955,2007,0,1,1,7200,NAmes,1Story,TA,TA,Y,Detchd,107500
1,334,1946,1950,0,0,1,5000,BrkSide,1Story,Fa,Fa,N,,39300
8,1414,2004,2004,707,2,2,9056,Gilbert,2Story,Gd,Gd,Y,Attchd,178000
5,1347,1910,1991,1117,0,1,7000,Edwards,2Story,TA,TA,Y,,107500
7,1724,1998,1999,880,2,2,8924,CollgCr,2Story,TA,Gd,Y,Attchd,188000
4,864,1972,1972,864,2,1,12735,NAmes,1Story,TA,TA,Y,Detchd,111250
5,1159,1968,1968,1051,1,1,11553,Sawyer,1Story,TA,TA,Y,Attchd,158000
8,1601,2001,2002,1581,2,2,11423,CollgCr,1Story,Gd,Gd,Y,Attchd,272000
9,1838,2006,2006,1838,3,2,14601,Timber,1Story,Ex,Ex,Y,Attchd,315000
8,2285,2000,2000,969,3,2,11000,NoRidge,2Story,Gd,Gd,Y,BuiltIn,248000
7,1680,1998,1999,1650,2,2,10140,NWAmes,1Story,Gd,Gd,Y,Attchd,213250
7,767,1998,1998,723,1,1,4058,NAmes,SFoyer,TA,TA,Y,Attchd,133000
7,1496,2006,2006,654,2,2,17104,Gilbert,2Story,Gd,Gd,Y,Attchd,179665
7,2183,1988,1988,1204,3,2,13837,NWAmes,1.5Fin,Gd,Gd,Y,Attchd,229000
6,1635,1923,1950,1065,2,1,8737,BrkSide,1.5Fin,TA,TA,Y,Detchd,210000
5,768,1970,1970,768,2,1,7244,Mitchel,SFoyer,TA,TA,Y,Detchd,129500
5,825,1955,1995,825,2,1,8235,OldTown,1Story,TA,TA,Y,Detchd,125000
7,2094,2003,2004,912,2,2,9375,Somerst,2Story,Gd,Gd,Y,BuiltIn,263000
6,1069,1977,1977,1069,2,2,4043,NPkVill,1Story,TA,TA,Y,Attchd,140000
5,928,1957,1957,928,1,1,6000,OldTown,1Story,TA,TA,Y,Attchd,112500
8,1717,2006,2006,1709,3,2,11146,NridgHt,1Story,Gd,Gd,Y,Attchd,255500
4,1126,1949,2003,0,2,2,8777,Edwards,1Story,TA,Gd,Y,Detchd,108000
7,2046,2003,2004,998,3,2,10625,NridgHt,2Story,Gd,Gd,Y,BuiltIn,284000
5,1048,1922,1950,993,1,1,6380,BrkSide,1.5Unf,TA,TA,Y,Detchd,113000
5,1092,1957,1957,1092,1,1,14850,NAmes,1Story,TA,TA,Y,Attchd,141000
4,1336,1920,1950,637,1,1,11040,IDOTRR,1.5Fin,TA,TA,Y,CarPort,108000
7,1446,1996,1997,729,2,2,21872,Gilbert,2Story,TA,TA,Y,Attchd,175000
7,1557,2003,2004,1374,2,2,3196,Blmngtn,1Story,Gd,Gd,Y,Attchd,234000
5,1392,1957,1996,1392,2,1,11341,Sawyer,1Story,TA,TA,Y,Detchd,121500
5,1389,1974,1975,1389,2,1,10010,Mitchel,1Story,TA,TA,Y,Attchd,170000
5,996,1940,1969,996,0,1,13907,Edwards,1Story,TA,TA,Y,,108000
6,1674,1918,1950,1163,2,2,21780,Edwards,1.5Fin,TA,TA,Y,Detchd,185000
7,2295,1992,2000,1095,2,2,13346,NoRidge,2Story,Gd,Gd,Y,Attchd,268000
6,1647,1915,1950,806,1,1,6858,SWISU,2Story,TA,Fa,N,Detchd,128000
9,2504,2005,2007,1122,3,2,11198,StoneBr,2Story,Gd,Ex,Y,BuiltIn,325000
7,1535,2004,2004,1517,2,2,10171,NridgHt,1Story,Gd,Gd,Y,Attchd,214000
8,2132,1983,2009,1496,2,1,12327,SawyerW,1.5Fin,Gd,Gd,Y,BuiltIn,316600
5,943,1979,1979,943,2,1,7032,NAmes,SFoyer,TA,TA,Y,Detchd,135960
5,1728,1965,1965,1728,2,2,13101,NAmes,1Story,TA,TA,Y,Detchd,142600
6,864,1959,1959,864,1,1,7332,NAmes,1Story,TA,Gd,Y,Attchd,120000
7,1692,2009,2009,846,2,2,13159,Timber,2Story,TA,Gd,Y,Attchd,224500
7,1430,2000,2000,384,2,2,9967,Gilbert,SLvl,TA,TA,Y,BuiltIn,170000
